"","year","length","rating","genre"
"23151",2001,11,7.5,"Action"
"23152",2002,11,7.6,"Action"
"23153",1957,63,5.6,"Misc"
"23154",1971,90,6.5,"Misc"
"23155",1940,95,6.9,"Comedy"
"23156",1992,91,3.7,"Action"
"23157",1940,19,2.1,"Short"
"23158",1973,95,6.8,"Drama"
"23159",1970,16,8.2,"Documentary"
"23160",1959,90,7.7,"Drama"
"23161",2002,124,6.7,"Documentary"
"23162",1950,8,7.1,"Animation"
"23163",1916,20,4.9,"Comedy"
"23164",1945,58,5,"Misc"
"23165",1936,88,5.2,"Drama"
"23166",1943,87,5.9,"Comedy"
"23167",1933,63,5.9,"Comedy"
"23168",1935,69,4,"Comedy"
"23169",1914,16,5.3,"Comedy"
"23170",1927,48,5.8,"Comedy"
"23171",1935,18,5.8,"Short"
"23172",1940,92,8.2,"Comedy"
"23173",1951,7,7.2,"Animation"
"23174",1990,156,9.5,"Misc"
"23175",1951,120,7.4,"Drama"
"23176",1932,77,6.6,"Comedy"
"23177",1936,73,5.4,"Comedy"
"23178",1954,91,5.7,"Misc"
"23179",1925,21,7.2,"Comedy"
"23180",1951,7,5.5,"Animation"
"23181",1914,16,5.9,"Comedy"
"23182",1915,32,6.5,"Comedy"
"23183",1914,16,6.1,"Comedy"
"23184",1925,93,6.7,"Drama"
"23185",1914,10,5.3,"Comedy"
"23186",1933,60,4,"Comedy"
"23187",1915,15,5.5,"Short"
"23188",1920,27,6.9,"Comedy"
"23189",1933,20,6.9,"Comedy"
"23190",1911,14,5,"Drama"
"23191",1911,17,5.1,"Drama"
"23192",1914,32,6.5,"Comedy"
"23193",1931,76,5.1,"Drama"
"23194",1997,82,4.6,"Comedy"
"23195",2003,20,7.6,"Drama"
"23196",1998,9,5,"Short"
"23197",1977,93,6.5,"Misc"
"23198",1943,8,6.8,"Animation"
"23199",1987,131,6.4,"Misc"
"23200",1984,123,5.2,"Misc"
"23201",1975,97,5.3,"Drama"
"23202",1984,95,3.6,"Drama"
"23203",1901,5,5.7,"Drama"
"23204",1959,19,7.2,"Short"
"23205",2003,95,7.9,"Documentary"
"23206",2003,150,6.4,"Drama"
"23207",2002,112,6.6,"Drama"
"23208",1999,105,6.3,"Drama"
"23209",1968,121,6.4,"Misc"
"23210",1967,9,4.7,"Animation"
"23211",1999,18,4.8,"Short"
"23212",2000,111,7,"Drama"
"23213",2003,10,7.3,"Animation"
"23214",2002,108,5.8,"Drama"
"23215",1942,155,9.6,"Drama"
"23216",1998,100,7.2,"Misc"
"23217",1985,112,7.7,"Drama"
"23218",1984,90,4.7,"Misc"
"23219",1997,89,6.5,"Drama"
"23220",1994,97,3.6,"Comedy"
"23221",1955,95,6.7,"Comedy"
"23222",1995,95,6.4,"Drama"
"23223",1997,87,6.8,"Comedy"
"23224",1981,58,2.8,"Misc"
"23225",1937,97,7.1,"Drama"
"23226",1999,95,4.4,"Romance"
"23227",2000,66,5.2,"Documentary"
"23228",1949,95,6.6,"Drama"
"23229",1993,52,7.8,"Animation"
"23230",1994,3,7.5,"Comedy"
"23231",1980,4,7.3,"Animation"
"23232",1981,97,6.4,"Comedy"
"23233",2000,45,7.1,"Documentary"
"23234",1989,87,5.1,"Action"
"23235",2001,2,6.5,"Short"
"23236",1996,125,5.8,"Drama"
"23237",1943,67,5.1,"Misc"
"23238",1947,90,5.5,"Misc"
"23239",1957,87,5,"Drama"
"23240",1999,108,6.7,"Comedy"
"23241",1955,117,6,"Comedy"
"23242",1992,118,4.6,"Misc"
"23243",1943,82,6.2,"Comedy"
"23244",1941,61,6.8,"Comedy"
"23245",1937,57,5,"Misc"
"23246",1973,134,6,"Action"
"23247",1984,100,6.8,"Comedy"
"23248",1935,20,6.6,"Short"
"23249",2004,12,6.9,"Drama"
"23250",2005,118,6.8,"Comedy"
"23251",1977,84,3.4,"Misc"
"23252",1978,57,6.7,"Misc"
"23253",2001,15,5.4,"Short"
"23254",1953,71,6.9,"Drama"
"23255",1986,97,6.8,"Action"
"23256",1945,74,5.6,"Misc"
"23257",2003,16,5.3,"Action"
"23258",2005,110,6.9,"Comedy"
"23259",1971,92,3.6,"Action"
"23260",2001,13,5.7,"Comedy"
"23261",1962,107,5.3,"Drama"
"23262",1939,87,4.6,"Drama"
"23263",1978,407,9,"Misc"
"23264",1977,155,7.9,"Documentary"
"23265",1944,101,5.9,"Drama"
"23266",1945,17,7.1,"Documentary"
"23267",1994,55,2.7,"Comedy"
"23268",1943,82,6.1,"Drama"
"23269",1943,84,6.5,"Misc"
"23270",1942,70,4.8,"Drama"
"23271",1973,108,5.9,"Drama"
"23272",1933,87,5.7,"Drama"
"23273",2003,76,7.1,"Documentary"
"23274",1999,91,4.2,"Action"
"23275",2002,6,6.6,"Short"
"23276",1972,86,5.6,"Action"
"23277",1969,140,6.3,"Action"
"23278",1981,68,5.2,"Misc"
"23279",1936,87,8.5,"Drama"
"23280",1979,90,4,"Misc"
"23281",1937,58,5.3,"Misc"
"23282",1931,7,5.8,"Animation"
"23283",1937,85,4.8,"Comedy"
"23284",1996,102,5.6,"Misc"
"23285",2003,120,6.1,"Documentary"
"23286",1986,95,6.4,"Drama"
"23287",2004,5,6.6,"Drama"
"23288",2001,27,6.1,"Comedy"
"23289",2003,13,8.3,"Action"
"23290",1995,106,5.4,"Drama"
"23291",2002,86,8.6,"Documentary"
"23292",1980,95,6.7,"Misc"
"23293",1989,92,5.3,"Comedy"
"23294",2002,82,7,"Comedy"
"23295",1968,103,6.1,"Misc"
"23296",1970,93,5.9,"Drama"
"23297",1939,10,5.8,"Short"
"23298",2000,1,4.5,"Short"
"23299",1953,36,3.6,"Documentary"
"23300",2004,110,6.9,"Comedy"
"23301",1987,92,1.8,"Comedy"
"23302",1947,7,6.1,"Animation"
"23303",1939,7,7.8,"Animation"
"23304",1917,15,5,"Comedy"
"23305",1954,107,7.6,"Comedy"
"23306",2004,6,7.4,"Action"
"23307",2000,130,7,"Drama"
"23308",2002,101,6.1,"Comedy"
"23309",1992,108,7.1,"Misc"
"23310",1956,94,5.3,"Comedy"
"23311",1999,86,5.9,"Comedy"
"23312",1972,82,1.7,"Comedy"
"23313",1969,85,3.9,"Comedy"
"23314",2001,7,6.1,"Documentary"
"23315",1939,7,7.2,"Animation"
"23316",1945,8,7.7,"Animation"
"23317",1983,104,5.3,"Drama"
"23318",1993,96,5.3,"Comedy"
"23319",1993,97,6.8,"Comedy"
"23320",1985,76,5.2,"Misc"
"23321",1950,64,6.4,"Misc"
"23322",1982,98,7.3,"Action"
"23323",1992,140,6.3,"Drama"
"23324",1970,113,6.5,"Comedy"
"23325",1936,85,4.5,"Romance"
"23326",2002,56,7.4,"Documentary"
"23327",1947,83,6.5,"Comedy"
"23328",1930,19,8,"Comedy"
"23329",1980,95,4.6,"Comedy"
"23330",1981,93,5.6,"Comedy"
"23331",1985,91,4.6,"Drama"
"23332",2004,12,7.5,"Short"
"23333",1935,19,8,"Comedy"
"23334",1977,98,7,"Action"
"23335",1949,16,6.9,"Comedy"
"23336",1953,90,7.1,"Comedy"
"23337",1966,100,5.5,"Comedy"
"23338",1986,110,6.4,"Action"
"23339",1987,97,5,"Misc"
"23340",1985,112,5.3,"Misc"
"23341",1932,66,5.4,"Comedy"
"23342",1955,75,4.2,"Misc"
"23343",1941,115,7.7,"Drama"
"23344",1956,80,6.9,"Drama"
"23345",1999,104,5.7,"Misc"
"23346",1966,17,6.7,"Short"
"23347",1993,92,5,"Comedy"
"23348",1966,85,4.2,"Comedy"
"23349",1949,64,6.1,"Comedy"
"23350",1945,76,5.8,"Comedy"
"23351",1938,80,5.9,"Comedy"
"23352",1941,86,7.1,"Comedy"
"23353",1957,61,6.2,"Comedy"
"23354",1938,79,6.8,"Comedy"
"23355",1952,67,7.7,"Comedy"
"23356",1947,17,7.5,"Comedy"
"23357",1950,7,6.5,"Animation"
"23358",2004,9,6.9,"Drama"
"23359",1972,14,1.8,"Short"
"23360",1933,87,7,"Drama"
"23361",1965,95,5.1,"Misc"
"23362",1942,8,7.2,"Animation"
"23363",1985,114,6.4,"Comedy"
"23364",1995,94,4.6,"Comedy"
"23365",1955,7,7.5,"Animation"
"23366",2004,97,6.7,"Comedy"
"23367",1959,120,5.9,"Comedy"
"23368",1929,73,5.3,"Drama"
"23369",1962,15,8,"Animation"
"23370",2001,102,6.5,"Misc"
"23371",2003,117,7.2,"Comedy"
"23372",1998,53,4.9,"Documentary"
"23373",2000,90,6.7,"Comedy"
"23374",1984,120,7.3,"Comedy"
"23375",1930,98,6.1,"Comedy"
"23376",1938,95,7.7,"Comedy"
"23377",1949,87,6.5,"Comedy"
"23378",1948,97,5.7,"Comedy"
"23379",1941,2,6.2,"Short"
"23380",1940,7,5.6,"Animation"
"23381",1942,100,7.4,"Comedy"
"23382",1998,19,7.2,"Comedy"
"23383",1949,7,7,"Animation"
"23384",1959,103,5.1,"Comedy"
"23385",1946,7,6.7,"Animation"
"23386",1952,72,6.4,"Drama"
"23387",1949,73,7.2,"Comedy"
"23388",1946,128,6.3,"Comedy"
"23389",1997,98,6.4,"Drama"
"23390",1930,10,5.8,"Short"
"23391",1973,85,4.7,"Comedy"
"23392",1994,18,4.9,"Comedy"
"23393",1990,88,3.1,"Drama"
"23394",1939,100,3.1,"Comedy"
"23395",2003,94,6.6,"Documentary"
"23396",1988,76,2.2,"Misc"
"23397",2000,112,5.3,"Misc"
"23398",1995,102,5.3,"Action"
"23399",1996,104,7.4,"Drama"
"23400",1948,83,6.4,"Drama"
"23401",2004,12,9.2,"Comedy"
"23402",1952,80,7.8,"Drama"
"23403",1993,18,8.3,"Drama"
"23404",1972,87,4.9,"Drama"
"23405",1936,75,6.4,"Drama"
"23406",1976,83,4.9,"Comedy"
"23407",2003,99,4.7,"Comedy"
"23408",1946,7,6.1,"Animation"
"23409",1944,124,6.8,"Comedy"
"23410",1939,97,6.1,"Drama"
"23411",1988,75,4.1,"Comedy"
"23412",1988,101,1.5,"Drama"
"23413",1946,7,7.2,"Animation"
"23414",1994,82,2.2,"Comedy"
"23415",1995,81,1,"Comedy"
"23416",2002,112,6.3,"Comedy"
"23417",1935,11,5.9,"Documentary"
"23418",1938,9,5.8,"Documentary"
"23419",1938,10,4.9,"Comedy"
"23420",1932,20,2.8,"Comedy"
"23421",1986,96,4,"Misc"
"23422",1976,81,2.4,"Comedy"
"23423",1981,86,1.4,"Comedy"
"23424",1939,10,5.7,"Documentary"
"23425",2003,116,5.2,"Action"
"23426",1984,103,3.2,"Comedy"
"23427",1990,100,2.5,"Misc"
"23428",1937,109,5.4,"Romance"
"23429",1994,114,5,"Misc"
"23430",1980,91,5.5,"Comedy"
"23431",1990,90,6.3,"Documentary"
"23432",1965,54,6.9,"Documentary"
"23433",1934,9,4.9,"Short"
"23434",2003,89,5.7,"Comedy"
"23435",1984,81,8.5,"Comedy"
"23436",2001,86,5.4,"Comedy"
"23437",1934,70,6,"Comedy"
"23438",1937,21,5.8,"Comedy"
"23439",1997,53,3.5,"Documentary"
"23440",1929,116,6.6,"Misc"
"23441",1998,77,7.7,"Misc"
"23442",1987,78,6.7,"Comedy"
"23443",2001,90,5.3,"Comedy"
"23444",1938,66,6.4,"Misc"
"23445",1941,7,6.7,"Animation"
"23446",1951,76,7.1,"Drama"
"23447",1979,72,2,"Drama"
"23448",1950,15,6.9,"Documentary"
"23449",1987,75,7.3,"Documentary"
"23450",2002,90,5.2,"Drama"
"23451",1986,101,4,"Action"
"23452",1945,20,5.9,"Documentary"
"23453",1950,50,6.3,"Documentary"
"23454",1947,16,4.9,"Short"
"23455",1934,11,6.4,"Documentary"
"23456",1986,88,2.6,"Comedy"
"23457",1976,105,6,"Documentary"
"23458",1956,95,6.2,"Comedy"
"23459",2003,52,6.2,"Documentary"
"23460",1988,77,2,"Misc"
"23461",1963,72,1.1,"Documentary"
"23462",2001,87,7.2,"Comedy"
"23463",1940,11,5.2,"Short"
"23464",1987,120,4.8,"Drama"
"23465",1977,96,4.2,"Drama"
"23466",1980,76,3.1,"Misc"
"23467",2000,56,8.2,"Documentary"
"23468",1981,113,3.6,"Misc"
"23469",1995,101,3.1,"Action"
"23470",1941,278,8.4,"Action"
"23471",1960,68,7.5,"Misc"
"23472",2001,102,6.9,"Drama"
"23473",2004,128,6.6,"Drama"
"23474",1998,114,4.9,"Comedy"
"23475",1943,87,7.6,"Comedy"
"23476",1994,93,4.6,"Comedy"
"23477",1973,114,7.6,"Drama"
"23478",1999,115,5.7,"Comedy"
"23479",1931,53,5.7,"Misc"
"23480",2004,103,8,"Drama"
"23481",1964,130,6.1,"Drama"
"23482",1995,97,5.4,"Drama"
"23483",1977,88,8,"Documentary"
"23484",1995,4,8.3,"Short"
"23485",1967,111,7.3,"Misc"
"23486",2002,19,7.5,"Drama"
"23487",1962,70,9.2,"Drama"
"23488",1963,110,5.6,"Drama"
"23489",1973,98,4.7,"Misc"
"23490",1986,105,7.7,"Drama"
"23491",1942,80,6.8,"Misc"
"23492",1970,91,6.5,"Comedy"
"23493",1959,78,6.6,"Misc"
"23494",1967,85,4.8,"Misc"
"23495",1997,87,6.6,"Misc"
"23496",2001,93,5.3,"Comedy"
"23497",1995,100,6.3,"Comedy"
"23498",1998,11,7.3,"Short"
"23499",1990,103,6.4,"Comedy"
"23500",1992,120,5,"Comedy"
"23501",1997,102,3.6,"Comedy"
"23502",2002,9,7.7,"Short"
"23503",1958,136,5.8,"Drama"
"23504",1997,110,5.8,"Drama"
"23505",1979,111,4.4,"Drama"
"23506",1943,7,6.3,"Animation"
"23507",1939,9,6.8,"Comedy"
"23508",1951,25,2.3,"Documentary"
"23509",1998,91,4.9,"Comedy"
"23510",1985,29,9.7,"Short"
"23511",2001,100,1.1,"Action"
"23512",1987,94,3,"Comedy"
"23513",1951,7,6.4,"Animation"
"23514",2001,66,7.2,"Documentary"
"23515",1940,8,6.9,"Comedy"
"23516",1979,90,4.6,"Comedy"
"23517",1999,102,4.7,"Documentary"
"23518",2001,12,7.2,"Animation"
"23519",2002,133,7.3,"Drama"
"23520",2003,9,8,"Comedy"
"23521",1990,6,6,"Short"
"23522",1973,91,7.1,"Comedy"
"23523",1981,85,3.4,"Misc"
"23524",1951,61,4.8,"Drama"
"23525",2002,105,3.3,"Comedy"
"23526",1952,85,8.3,"Drama"
"23527",2004,96,6.5,"Drama"
"23528",2005,90,9.5,"Action"
"23529",1995,103,6.2,"Comedy"
"23530",1960,149,7,"Drama"
"23531",1944,103,6.3,"Misc"
"23532",1946,72,6.7,"Misc"
"23533",1994,90,3.1,"Misc"
"23534",1993,104,6.5,"Drama"
"23535",1964,45,7.8,"Comedy"
"23536",1949,88,7.5,"Drama"
"23537",2004,75,6.9,"Documentary"
"23538",1986,90,6.7,"Misc"
"23539",1939,58,6.6,"Misc"
"23540",1935,54,5.6,"Drama"
"23541",1946,55,5.9,"Misc"
"23542",2004,76,5.4,"Animation"
"23543",1914,55,5.7,"Drama"
"23544",1946,90,5.9,"Comedy"
"23545",1950,7,6.6,"Animation"
"23546",1974,96,6.5,"Misc"
"23547",1988,115,4.8,"Drama"
"23548",1948,113,6.1,"Drama"
"23549",1973,111,7.9,"Drama"
"23550",1998,101,5.7,"Comedy"
"23551",1940,8,6.2,"Animation"
"23552",1950,7,7.7,"Animation"
"23553",2004,30,7.2,"Documentary"
"23554",1953,95,6,"Comedy"
"23555",1968,118,7.8,"Comedy"
"23556",1997,78,7.6,"Comedy"
"23557",1968,90,8.6,"Comedy"
"23558",2003,124,8.4,"Comedy"
"23559",1986,120,7.9,"Misc"
"23560",2003,5,6.4,"Action"
"23561",2003,113,7.6,"Action"
"23562",1982,106,8.7,"Comedy"
"23563",1959,98,6.3,"Comedy"
"23564",1981,97,7.4,"Drama"
"23565",1962,85,5.6,"Drama"
"23566",1996,64,7.5,"Comedy"
"23567",1970,91,5.4,"Drama"
"23568",1989,102,4.3,"Drama"
"23569",1971,50,5.7,"Comedy"
"23570",1954,7,8.1,"Animation"
"23571",1947,99,5,"Drama"
"23572",2002,108,4.6,"Drama"
"23573",1979,93,3.9,"Comedy"
"23574",1996,89,5.2,"Action"
"23575",1993,84,6.3,"Comedy"
"23576",1982,90,2.6,"Comedy"
"23577",1961,87,6.6,"Misc"
"23578",1949,77,5.7,"Drama"
"23579",1991,102,6.8,"Drama"
"23580",1948,60,4.4,"Misc"
"23581",1981,45,4.7,"Drama"
"23582",1997,3,7,"Animation"
"23583",1985,97,6.3,"Drama"
"23584",1964,112,6.9,"Action"
"23585",1992,103,5.4,"Comedy"
"23586",1999,90,5.3,"Comedy"
"23587",1937,83,6.7,"Drama"
"23588",2001,90,7.5,"Misc"
"23589",2002,90,7.4,"Drama"
"23590",1998,100,6.7,"Comedy"
"23591",1970,85,5.6,"Comedy"
"23592",1991,102,5.1,"Drama"
"23593",1977,120,7.3,"Comedy"
"23594",1999,4,7,"Misc"
"23595",1968,95,7.4,"Drama"
"23596",1987,30,9,"Animation"
"23597",2004,9,7.8,"Animation"
"23598",1993,106,6,"Drama"
"23599",1974,70,4.3,"Comedy"
"23600",1995,64,7.3,"Documentary"
"23601",1996,122,5.9,"Comedy"
"23602",1971,92,4.6,"Comedy"
"23603",1991,117,6.9,"Drama"
"23604",1998,92,3.8,"Comedy"
"23605",1993,62,3.8,"Comedy"
"23606",1998,88,8,"Documentary"
"23607",1990,20,2.2,"Short"
"23608",2002,55,2.3,"Misc"
"23609",1997,112,4.5,"Misc"
"23610",1951,103,7.5,"Drama"
"23611",1993,88,6.7,"Misc"
"23612",1953,83,7,"Misc"
"23613",2000,110,4.1,"Comedy"
"23614",2003,94,3.9,"Drama"
"23615",2003,105,6.6,"Drama"
"23616",1949,7,6.3,"Animation"
"23617",1992,89,4.2,"Comedy"
"23618",1967,132,7.2,"Comedy"
"23619",1980,75,6.4,"Romance"
"23620",1962,6,6.6,"Animation"
"23621",1995,23,7.4,"Comedy"
"23622",1989,101,5.9,"Comedy"
"23623",1956,7,6.7,"Animation"
"23624",1974,89,4.3,"Action"
"23625",2001,90,1.9,"Misc"
"23626",1951,89,7.1,"Comedy"
"23627",1935,10,5.9,"Animation"
"23628",1947,74,6,"Comedy"
"23629",1969,61,6.3,"Documentary"
"23630",1997,93,5.2,"Comedy"
"23631",1982,88,2.1,"Misc"
"23632",1964,89,5.6,"Comedy"
"23633",1970,115,6.7,"Drama"
"23634",1961,87,5.7,"Comedy"
"23635",1941,75,6.1,"Comedy"
"23636",1939,95,6.6,"Comedy"
"23637",1992,96,5.9,"Comedy"
"23638",2003,89,4.7,"Comedy"
"23639",1976,84,5.7,"Misc"
"23640",1980,119,5.9,"Drama"
"23641",2002,90,6.7,"Misc"
"23642",1952,94,3.8,"Drama"
"23643",1994,91,3.8,"Action"
"23644",1958,67,5.5,"Drama"
"23645",1937,8,5.5,"Documentary"
"23646",1994,95,6,"Action"
"23647",1996,91,5.1,"Action"
"23648",1996,91,6.5,"Action"
"23649",1994,115,6.3,"Drama"
"23650",1991,100,4.8,"Misc"
"23651",1987,91,7.4,"Drama"
"23652",1999,115,6.8,"Drama"
"23653",1986,108,7.3,"Action"
"23654",1994,110,6.2,"Drama"
"23655",1998,98,6.3,"Drama"
"23656",1970,105,6.9,"Misc"
"23657",1996,168,8,"Misc"
"23658",1995,120,8,"Drama"
"23659",1999,13,5.7,"Documentary"
"23660",1999,22,5.4,"Short"
"23661",1996,92,4.9,"Comedy"
"23662",1972,102,5.5,"Action"
"23663",1971,92,4.4,"Drama"
"23664",1941,105,6.4,"Comedy"
"23665",1981,107,4.5,"Action"
"23666",1982,122,6.1,"Comedy"
"23667",1988,95,4.5,"Comedy"
"23668",1993,90,3.2,"Comedy"
"23669",1960,85,6.6,"Drama"
"23670",1966,97,4,"Drama"
"23671",2002,101,7.1,"Misc"
"23672",1939,83,6.5,"Comedy"
"23673",2001,84,7,"Comedy"
"23674",1931,75,6.2,"Drama"
"23675",1988,98,5.5,"Misc"
"23676",1963,91,3.9,"Comedy"
"23677",2002,88,6.8,"Misc"
"23678",1983,104,5,"Drama"
"23679",2003,88,5.2,"Comedy"
"23680",2001,29,7.2,"Short"
"23681",1997,130,5.7,"Drama"
"23682",2003,92,5,"Misc"
"23683",1952,88,5.7,"Drama"
"23684",1961,101,6.9,"Drama"
"23685",1946,91,5.5,"Drama"
"23686",1919,78,7.8,"Comedy"
"23687",1951,61,6.4,"Drama"
"23688",1998,90,4.9,"Comedy"
"23689",1981,89,6.3,"Romance"
"23690",1957,16,4.2,"Comedy"
"23691",1995,120,6.7,"Drama"
"23692",1991,144,5.8,"Misc"
"23693",1933,6,5.4,"Animation"
"23694",1969,91,4.2,"Comedy"
"23695",1930,75,6.5,"Comedy"
"23696",1958,6,6.8,"Animation"
"23697",1950,7,6.5,"Animation"
"23698",1963,98,6.4,"Drama"
"23699",2003,62,5.1,"Documentary"
"23700",1956,6,7.5,"Animation"
"23701",1968,92,2.8,"Misc"
"23702",1984,88,7.8,"Documentary"
"23703",1994,170,7.9,"Documentary"
"23704",1933,85,6.8,"Misc"
"23705",1978,97,5.9,"Comedy"
"23706",1935,72,5.7,"Comedy"
"23707",1929,18,7.3,"Comedy"
"23708",1937,62,5.9,"Drama"
"23709",1986,115,7.5,"Drama"
"23710",1963,91,4,"Misc"
"23711",2000,93,3.4,"Drama"
"23712",2002,104,7.2,"Documentary"
"23713",1977,87,3.6,"Comedy"
"23714",1943,7,7.2,"Animation"
"23715",1925,19,4.7,"Comedy"
"23716",1948,7,6.6,"Animation"
"23717",1999,16,5.8,"Drama"
"23718",1942,7,6,"Animation"
"23719",1935,60,7.5,"Misc"
"23720",1936,74,7.5,"Misc"
"23721",1960,6,6.9,"Animation"
"23722",1937,65,7.2,"Misc"
"23723",1998,114,5.3,"Comedy"
"23724",2003,92,5,"Comedy"
"23725",1987,113,7.4,"Comedy"
"23726",2004,101,6.4,"Comedy"
"23727",1963,66,8.3,"Misc"
"23728",2000,80,7.1,"Comedy"
"23729",1990,60,4.3,"Comedy"
"23730",1941,78,6.5,"Animation"
"23731",1946,3,6.9,"Animation"
"23732",1961,6,6.4,"Animation"
"23733",1943,67,5.9,"Action"
"23734",1947,60,7.2,"Action"
"23735",1952,7,5.6,"Animation"
"23736",1980,104,7,"Comedy"
"23737",2004,7,9.6,"Drama"
"23738",1964,90,6.2,"Misc"
"23739",2000,100,6.7,"Misc"
"23740",1985,105,6.7,"Drama"
"23741",1985,96,8.2,"Comedy"
"23742",1998,115,6.8,"Drama"
"23743",1965,109,6.6,"Drama"
"23744",1993,5,5.2,"Short"
"23745",1952,81,6,"Misc"
"23746",1962,90,5.4,"Comedy"
"23747",1974,105,7,"Drama"
"23748",2001,26,6.2,"Short"
"23749",2004,35,8.4,"Comedy"
"23750",1945,78,7.1,"Comedy"
"23751",1955,64,5,"Drama"
"23752",1970,110,5.2,"Action"
"23753",2002,79,7.4,"Documentary"
"23754",1971,45,1.7,"Comedy"
"23755",1962,124,8.8,"Drama"
"23756",1991,5,5.5,"Short"
"23757",1969,87,4.8,"Drama"
"23758",2000,72,2.2,"Misc"
"23759",2000,3,8.2,"Action"
"23760",1968,83,4.5,"Misc"
"23761",2000,2,6.1,"Animation"
"23762",2000,84,4,"Misc"
"23763",1973,84,6.1,"Misc"
"23764",1984,22,3.7,"Comedy"
"23765",1973,85,4.5,"Comedy"
"23766",1941,60,5.1,"Misc"
"23767",1989,95,3.5,"Misc"
"23768",1972,84,2.5,"Comedy"
"23769",1997,74,4.8,"Misc"
"23770",1970,95,4.7,"Comedy"
"23771",1963,75,3.4,"Comedy"
"23772",1964,78,2.2,"Misc"
"23773",1970,85,2.1,"Action"
"23774",1959,95,6,"Misc"
"23775",1998,91,4.7,"Misc"
"23776",1991,97,7.1,"Misc"
"23777",1985,107,5.7,"Action"
"23778",1932,68,7.7,"Comedy"
"23779",1960,7,6.9,"Animation"
"23780",1959,119,6.9,"Misc"
"23781",1998,170,6.4,"Drama"
"23782",1968,113,5,"Comedy"
"23783",1960,48,6.4,"Documentary"
"23784",1958,97,7,"Comedy"
"23785",1970,90,6.7,"Misc"
"23786",1948,7,7,"Animation"
"23787",2003,10,4.5,"Short"
"23788",1971,109,5.7,"Drama"
"23789",2003,93,3.9,"Comedy"
"23790",1990,89,4.4,"Drama"
"23791",2001,8,5.7,"Animation"
"23792",1935,17,7.5,"Comedy"
"23793",1998,10,5.1,"Drama"
"23794",1997,89,2.3,"Drama"
"23795",2005,76,5.2,"Drama"
"23796",1957,16,3.7,"Comedy"
"23797",1942,10,8.1,"Animation"
"23798",1985,114,8.8,"Drama"
"23799",2003,25,7.9,"Animation"
"23800",1990,105,8.7,"Misc"
"23801",1999,3,6,"Short"
"23802",1983,89,2.9,"Misc"
"23803",1971,103,7,"Comedy"
"23804",1937,5,7.1,"Animation"
"23805",1999,20,6.1,"Comedy"
"23806",1960,30,4,"Short"
"23807",2001,25,4.9,"Short"
"23808",1983,93,3.8,"Drama"
"23809",1993,98,4.8,"Action"
"23810",1999,91,5.3,"Drama"
"23811",2005,113,6.6,"Drama"
"23812",2001,87,5.1,"Drama"
"23813",1998,90,6.8,"Action"
"23814",1943,88,6.4,"Misc"
"23815",1998,85,2.6,"Action"
"23816",1967,91,5,"Misc"
"23817",1997,90,4.3,"Action"
"23818",1994,90,4.5,"Action"
"23819",1997,92,4.6,"Drama"
"23820",1968,101,5.8,"Drama"
"23821",1937,6,6.2,"Animation"
"23822",1956,85,4.9,"Drama"
"23823",1972,85,3.3,"Action"
"23824",1999,92,3.5,"Action"
"23825",1958,71,2.6,"Drama"
"23826",1956,60,6.4,"Drama"
"23827",2002,100,5.6,"Comedy"
"23828",1979,64,5.6,"Misc"
"23829",1987,85,1.8,"Drama"
"23830",1985,86,3.7,"Comedy"
"23831",1992,93,2.6,"Comedy"
"23832",1999,89,3.1,"Comedy"
"23833",1948,7,7.3,"Animation"
"23834",1981,83,5.8,"Misc"
"23835",2000,9,7.4,"Comedy"
"23836",1984,96,3.5,"Comedy"
"23837",1999,84,3.1,"Animation"
"23838",1964,98,6,"Comedy"
"23839",1986,79,4.9,"Misc"
"23840",1931,79,6.3,"Comedy"
"23841",1955,16,6.3,"Comedy"
"23842",1978,94,2.1,"Misc"
"23843",2004,12,9.1,"Comedy"
"23844",1951,60,5.9,"Misc"
"23845",1968,106,7.1,"Comedy"
"23846",1985,85,4.5,"Comedy"
"23847",1931,7,4.3,"Comedy"
"23848",1966,67,2.7,"Misc"
"23849",1953,6,6.6,"Animation"
"23850",1973,54,6,"Documentary"
"23851",1976,87,4.3,"Action"
"23852",1983,90,5.4,"Misc"
"23853",1987,93,5,"Comedy"
"23854",1979,78,6,"Misc"
"23855",1944,79,6.1,"Comedy"
"23856",1972,100,6.7,"Comedy"
"23857",1950,61,7.7,"Action"
"23858",1958,71,5.2,"Drama"
"23859",1956,71,4.5,"Action"
"23860",1957,79,6.4,"Drama"
"23861",1967,100,3.8,"Action"
"23862",1931,10,3.6,"Comedy"
"23863",1932,73,5.7,"Drama"
"23864",1948,17,8.1,"Comedy"
"23865",1956,62,6,"Comedy"
"23866",1991,84,6.2,"Action"
"23867",1993,86,5.8,"Action"
"23868",1958,86,5.5,"Drama"
"23869",1988,89,1.8,"Action"
"23870",1968,87,1.8,"Misc"
"23871",1956,16,5.7,"Comedy"
"23872",1971,9,6.1,"Animation"
"23873",1979,91,5.5,"Comedy"
"23874",1957,86,5.9,"Drama"
"23875",1974,90,3,"Action"
"23876",1979,86,1.6,"Comedy"
"23877",1996,81,3.7,"Action"
"23878",1974,84,4,"Comedy"
"23879",1989,87,3.6,"Comedy"
"23880",1977,73,6.3,"Comedy"
"23881",1982,93,4.8,"Drama"
"23882",2001,5,3.3,"Comedy"
"23883",1924,60,7.3,"Comedy"
